Program ID,Source Filename,Screen Shot,Description,Last Update,Version,Author,Lines,Subroutines,Challenge
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\KnownIssue24270.smallbasic,,Known Issue: 24270 - Shape Image is Not Zoomed from Center in Remote,,,Nonki Takahashi,189,DrawRectangle DrawTurtle WaitStatusChange DrawGrid InitWorkaround Controls_AddCheckBox OnMouseDown Controls_IsChecked SB_Workaround,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\KnownIssue24270_03.smallbasic,,Known Issue: 24270 - Shape Image is Not Zoomed from Center in Remote,,,Nonki Takahashi,188,DrawRectangle DrawTurtle WaitStatusChange DrawGrid InitWorkaround Controls_AddCheckBox OnMouseDown Controls_IsChecked SB_Workaround,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\KnownIssue24270_04.smallbasic,,Known Issue: 24270 - Shape Image is Not Zoomed from Center in Remote,,,Nonki Takahashi,195,DrawRectangle DrawTurtle WaitStatusChange DrawGrid InitWorkaround Controls_AddCheckBox OnMouseDown Controls_IsChecked SB_Workaround,
ZXP122,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\KnownIssue24406.smallbasic,,Small Basic Known Issue: 24406 - Shapes.GetOpacity() Causes Cast Error,,,,25,,
RWR532,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\MeasureSoundDuration.smallbasic,,,,,,92,,
TCX734,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\PINGenerator01.smallbasic,,PIN Generator,2013-10-16,0.1b,Nonki Takahashi,123,OnTextTyped OnMouseDown OnButtonClicked IsChecked Init Form DrawGrid AddCheckBox,
MCP222,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\PlayMML.smallbasic,,Play MML,,,,13,OnButtonClicked,
GSX344,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\ReproMouseEventIssue.sb,,This is a program to reproduce following known issue of Small Basic,,v1.0.,,25,OnMouseMove,
KSL776,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\RotateLine.smallbasic,,Rotate Line,,0.1,Nonki Takahashi,137,CalcCenter DrawGrid GetPoint OnMouseDown ShowPoint,
KSL776-1,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\RotateLine03.smallbasic,,Rotate Line,,0.3,Nonki Takahashi,150,CalcCenter DrawGrid GetPoint OnMouseDown ShowPoint,
CNM748,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\RotateTriangle.smallbasic,,Rotate Triangle,,0.1,Nonki Takahashi,137,CalcCenter DrawGrid GetVertex OnMouseDown ShowVertex,
CNM748-2,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\RotateTriangle04.smallbasic,,Rotate Triangle,,0.4,Nonki Takahashi,151,CalcCenter DrawGrid GetVertex OnMouseDown ShowVertex,
CNM748-3,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\RotateTriangle05.smallbasic,,Rotate Triangle,,0.5,Nonki Takahashi,150,CalcCenter DrawGrid GetVertex OnMouseDown ShowVertex,
PPJ287-0,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\SoundTest01.smallbasic,,Preset Sound Test,,0.11,,40,OnButtonClicked,
PPJ287-1,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\SoundTest02.smallbasic,,Preset Sound Test,,0.2,,52,OnButtonClicked PlaySound,
KPS036-0,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\TextDump02.smallbasic,,Text Dump - Hexadecimal Dump for Unicode Text,2014-03-21,0.21,Nonki Takahashi,136,OnButtonClicked Dump WriteLine WriteHeader NextByte AddLeadingZero Math_Dec2Hex,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\Triangle.smallbasic,,How to Draw Triangle,,,,52,DrawPoints DrawGrid,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\Trigonometric.smallbasic,,Arc without Trigonometric Functions,,,,77,DrawArcwoTrigo DrawArcwTrigo DrawGrid,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\TurtleShape.smallbasic,,,,,,114,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\TurtleShape2.smallbasic,,,,,,116,,
RQS498,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\TurtleTest.smallbasic,,,,,,40,OnKeyDown,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\Variable.smallbasic,,A sample to use local variable in Small Basic,,,,24,DumpArray,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\VectorGraphics.smallbasic,,Vector Graphics Converter,2015-01-30,0.1,Nonki Takahashi,203,Shapes_Add Shapes_AddEllipse Shapes_AddHexagon Shapes_NormalizeTriangle Shapes_RotateHexagon Shapes_Init,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\ZoomError.smallbasic,,,,,,6,,
QTC048-0,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\ZoomSample.smallbasic,,Zoom Sample,,,,24,DrawAndZoom,
MGW973-1,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TestIcon\teste.sb,,Small Quest (Pilot),2015-05-12,0.3,Filipe Cardoso Martins and Nonki Takahashi,115,OnMouseMove InitLang,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Triple Six! 0.1.1\Triple Six!.sb,,Triple Six,,v.0.1.1,,287,load KeyDown over main start startgame change playerround computerround comchange playerclick compclick result roll rolling,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TurtleGraphics\NHX824-0.smallbasic,,,,,,1059,muu cang mww mdd findvar rmm hshow Main sbscan nset drwgrd xplain OnButtonClicked DoLine dorepl fWriteLn xpline Init Opening Math_ATan2,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TurtleGraphics\XKQ873.smallbasic,,,,,,1203,domsg muu cang mww mdd findvar rmm hshow Main sbscan nset drwgrd xplain OnButtonClicked DoLine dorepl fWriteLn xpline Init Helpp,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\カリキュラム\ball42.smallbasic,,.  All rights reserved.,,,,109,Onstart OnClicked ShowScore,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Challenge of the Month\Copy\Quine.sb,,,,,,4,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Challenge of the Month\Copy\Quine01.smallbasic,,,,,,30,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Challenge of the Month\GroupPaint\DigitalCanvas0.sb,,WINDOW,,,,5108,mousedown mousemove mouseup keydown,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Challenge of the Month\GroupPaint\DigitalCanvas01.sb,,WINDOW,,,,2554,mousedown mousemove mouseup keydown,
ZSH672,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Challenge of the Month\GroupPaint\ExtensiblePaint01.smallbasic,,Extensible Paint - Group Challenge July 2014,,,,100,Plug_Ins OnKeyDown OnMouseDown OnMouseMove Eraser,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Challenge of the Month\GroupPaint\StripEvenNullLines.smallbasic,,Strip Even Null Lines,,,,46,StripEvenNullLines FindNewLine FileAppend,
PNR896-0,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Challenge of the Month\MoonLander\moonlander.smallbasic,,Challenge of the Month - October 2014   'moon lander'    by  NaochanON,,,,116,Clashed landing onkeydown onkeyup init,
PNR896-0,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Challenge of the Month\MoonLander\NaochanON.sb,,Challenge of the Month - October 2014   'moon lander'    by  NaochanON,,,,116,Clashed landing onkeydown onkeyup init,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Challenge of the Month\Robot\Robot01.smallbasic,,Parts of a Robot - .,,,,29,ShowPart,
GKM721-0,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Challenge of the Month\Robot\Robot02.smallbasic,,Robot Controller,2014-05-27,0.2,Nonki Takahashi,92,BuildParts LoadParts LoadPartAndUpdatePos LoadPart,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\tempo\C4.smallbasic,,,,,,38,C4 CCCC,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\tempo\Metronome01.smallbasic,,Metronome for Sound.PlayMusic(),,,Nonki Takahashi,84,OnTextTyped OnTick Controls_AddLamp Controls_LampOn Controls_LampOff Controls_LampToggle,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\tempo\TimerAccuracy.smallbasic,,Measure accuracy for Timer,,,Nonki Takahashi,32,OnTick,
QHH936,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\Bats.smallbasic,,Bats,,,Nonki Takahashi,106,ShowBats OnTick UpdateBats SB_Workaround,
QHH936-0,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\Bats00.smallbasic,,Bats Testing,,,Nonki Takahashi,116,ShowBats OnTick UpdateBats SB_Workaround,
QHH936-1,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\Bats01.smallbasic,,Bats Testing (n = 5),,,Nonki Takahashi,115,ShowBats OnTick UpdateBats SB_Workaround,
QHH936-2,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\Bats02.smallbasic,,Bats Testing (n = 3),,,Nonki Takahashi,111,ShowBats OnTick UpdateBats SB_Workaround,
QHH936-3,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\Bats03.smallbasic,,Bats Testing (n = 3_ fps = 10),,,Nonki Takahashi,111,ShowBats OnTick UpdateBats SB_Workaround,
QHH936-4,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\Bats04.smallbasic,,Bats Testing (n = 3_ fps = 10_ w/o rotation),,,Nonki Takahashi,102,ShowBats OnTick UpdateBats SB_Workaround,
QHH936-5,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\Bats05.smallbasic,,Bats Testing (n = 3_ fps = 10_ w/o rotation_ tuned),,,Nonki Takahashi,104,ShowBats OnTick UpdateBats SB_Workaround,
QHH936-6,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\Bats06.smallbasic,,Bats Testing (n = 3_ fps = 10_ w/ rotation_ tuned),,,Nonki Takahashi,114,ShowBats OnTick UpdateBats SB_Workaround,
QHH936-6,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\Bats07.smallbasic,,Bats Testing (n = 3_ fps = 10_ w/o show/hide_ tuned),,,Nonki Takahashi,114,ShowBats OnTick UpdateBats SB_Workaround,
QHH936-8,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\Bats08.smallbasic,,Bats Testing (n = 3_ fps = 20_ w/o show/hide_ tuned),,,Nonki Takahashi,114,ShowBats OnTick UpdateBats SB_Workaround,
QHH936-9,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\Bats09.smallbasic,,Bats Testing (n = 9_ fps = 10_ w/o show/hide_ tuned),,,Nonki Takahashi,114,ShowBats OnTick UpdateBats SB_Workaround,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\Pause.smallbasic,,,,,,5,,
ZHB659,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Blog\Timer\TimerTest.smallbasic,,,,,,9,OnTick,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\BMJ454_text.sb,,,,,,38,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\CHF890-0.sb,,~,,,,63,noBotaoClicado,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\CHF890.sb,,,,,,38,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\GLP175-0.sb,, <~Perguntas e Respostas~>! ,,,,177,mostrarnome MenuDeOpecoes2 NoBotaoClicado4 PegarPreguntaAleatoriaDeArquivo noBotaoClicado MenuDeOpecoes3,
WHM398,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\GLP175-1.sb,,Questionário Amostra,,,,210,mostrarnome MenuSuperior MenuDeOpecoes2 NoBotaoClicado4 Dummy VoltarParaOMenu PegarPreguntaAleatoriaDeArquivo noBotaoClicado MenuDeOpecoes3,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\GLP175.sb,, <~Perguntas e Respostas~>! ,,,,179,mostrarnome MenuDeOpecoes2 MenuDeOpecoes3,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\JKR975.smallbasic,,Em modo teste!,,,,34,mostrarnome,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\QVS554_bug.sb,, <~Perguntas e Respostas~>! ,,,,63,mostrarnome,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\SXB009.smallbasic,,,,,,17,noBotaoClicado,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\VHW681.sb,, <~Perguntas e Respostas~>! ,,,,48,mostrarnome,
GLP175-1,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\WHM398-0.sb,,Questionário Amostra,,,,210,mostrarnome MenuSuperior MenuDeOpecoes2 NoBotaoClicado4 Dummy VoltarParaOMenu PegarPreguntaAleatoriaDeArquivo noBotaoClicado MenuDeOpecoes3,
GLP175-1,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\WHM398.sb,,Questionário Amostra,,,,210,mostrarnome MenuSuperior MenuDeOpecoes2 NoBotaoClicado4 Dummy VoltarParaOMenu PegarPreguntaAleatoriaDeArquivo noBotaoClicado MenuDeOpecoes3,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\WVW245.smallbasic,,By: Filipe Cardoso Martins,,,,58,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\XWN034.sb,,,,,,38,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\ZDP775-0.sb,,ZDP775-0 Questionário Amostra (Quiz Sample),,,,122,DadosInicializar PerguntarONome NoBotaoClicado BotaoEsperar MostrarNome SelecioneGenero Portugues Logistica NoBotaoClicadoMenuDeOpecoes2 NoBotaoClicadoMenuDeOpecoes3,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\ZDP775-1.sb,,ZDP775-1 Questionário Amostra (Quiz Sample),,,,177,DadosInicializar PerguntarONome NoBotaoClicado BotaoEsperar MostrarNome SelecioneGenero Portugues PegarPreguntaAleatoriaDeArquivo MateriasDisponiveis Logistica NoBotaoClicadoMenuDeOpecoes2 NoBotaoClicadoMenuDeOpecoes3,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\ZDP775.sb,, <~Perguntas e Respostas~>! ,,,,170,mostrarnome NoBotaoClicadoMenuDeOpecoes2 NoBotaoClicadoMenuDeOpecoes3 NoBotaoClicado PegarPreguntaAleatoriaDeArquivo,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Enthusiasts\Filipe\ZWB344_bug.sb,, <~Perguntas e Respostas~>! ,,,,55,mostrarnome,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\BigPower02.smallbasic,,Power a^b for big numbers,,v0.2,Nonki Takahashi,198,Power Mul WriteWithComma WriteLineWithComma,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\CalcByWriting.smallbasic,,Calculation by Writing,2012-12-15,0.4,Nonki Takahashi,1006,BN_Div BN_FindDiv BN_Comp BN_Minus BN_Mul WriteWithComma WriteLineWithComma Body_Init Body_Draw Button_DrawNumKeys Button_DrawNumKey Button_InputKey Button_GetPosition Button_OnMouseDown Button_DoNothing Calc_EvalExp LCD_Draw Lex_Init Lex_GetDigit Lex_GetDecimalPoint Lex_GetAddOperator Lex_GetMultiplyOperator Parse_GetNumber Parse_GetInteger Parse_GetReal Parse_GetTerm Parse_GetExpression TestDiv TestMinus,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\Combination.smallbasic,,Combination nCr,,,Nonki Takahashi,563,Combi Factorial Div FindDiv Comp Minus Mul WriteWithComma WriteLineWithComma TestDiv TestMinus,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\Divisors.smallbasic,,Divisors of Big Number,,,Nonki Takahashi,720,Comp SquareRoot Divisors Div FindDiv Minus Mul Plus WriteWithComma WriteLineWithComma TestDiv TestMinus TestPlus,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\Fact1000.smallbasic,,Factorial of Big Number,,,Nonki Takahashi,161,Mul PrintWithComma,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\FactDebug.smallbasic,,Factorial Debug Module,,.,Nonki Takahashi,367,MulTest Fact1 Mul1 Fact2 Mul2 WriteWithComma WriteLineWithComma,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\Factorial.smallbasic,,Factorial - recursive call sample,,,,24,Factorial,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\FactorialBig.smallbasic,,Factorial of Big Number,,,Nonki Takahashi,161,Mul PrintWithComma,
HHW468-1,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\FactorialBig02.smallbasic,,Factorial of Big Number,,.,Nonki Takahashi,168,Mul PrintWithComma,
FZQ904-1,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\FarFastFactorial.smallbasic,,factorial calculation   by NaochanON,,,,93,Diff Result Dump,
FZQ904-1,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\FFFactorial.smallbasic,,factorial calculation   by NaochanON,,,,51,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\Frac_Nao.smallbasic,,factorial calculation   by NaochanON    FZQ904-x,,,,32,Mul,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\LargestPower.smallbasic,,,,,,81,ShowAnswerSim ShowAnswer PowerSim Power,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\LargestPowerOf2.smallbasic,,Power of 2,,,,8,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\LargestSquare.smallbasic,,scale = "----+----1----+----2----+----3----+----4",,,,126,Test GetX ShowAnswerSim ShowAnswer PowerSim Power,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\LargestSquareRoot.smallbasic,,,,,,37,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\LimitAdd.smallbasic,,,,,,141,Check Expr,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Big number\Smallest.smallbasic,,,,,,8,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Multiplayer\Client.sb,,,,,,216,OnKeyDown OnKeyUp CheckKeyStrokes ForceChange OnMessageRecieved SendServerCheck SendPosInfo,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Multiplayer\Server.sb,,,,,,34,OnClientConnect OnMessageRecieved SendClientnumbers,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Neural Network\ANN_XOR.sb,,,,,,79,new load save dump use train delete exists section_break,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Small Basic Forum\Neural Network\conv_xor.smallbasic,,,,,,3,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\How To Debug\array1.smallbasic,,,,,,4,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\How To Debug\array2.smallbasic,,,,,,6,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\How To Debug\array3.smallbasic,,,,,,7,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\TechNet Wiki\How To Debug\array4.smallbasic,,,,,,14,,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Tony Free\Firebirds\Firebirds7.sb,,Firebirds, Score: ,,,,1431,Init Play OnMouseMove OnMouseDown moveall RemovePlayer_Ammo RemoveAlien_Ammo fire fire_Alien AgePlayer_Ammo AgeAlien_Ammo remove_alien create_aliens_left PlanetsPosition define_paths create_level1 printhighscores savescores,
,C:\Users\Nonki\OneDrive\Documents\MySmallBasic\Tony Free\Fruit\Fruit6.sb,,''JackpotSpin'''',,,Tony Free 26th Mar 2014,875,OnButtonClicked HOnButtonClicked selecthold showcash checkwinnings ruboutbuttons,
CLZ771-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\2048\Game2048.smallbasic,,Game 2048 in Small Basic,2015-02-27,written,Nonki Takahashi,572,Form GameOver Init ShowBest ShowScore Board_CellToIndex Board_CellToPos Board_Clear Board_GetDestCell Board_GetSpace Board_IndexToCell Board_Init KB_Init KB_OnKeyDown KB_WaitKey Text_GetWidthInPx Tile_Add Tile_CheckMovable Tile_Down Tile_Init Tile_Left Tile_Move Tile_Remove Tile_Right Tile_Up,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Abacus\Abacus01.sb,,Abacus,2012-08-03,0.1,Nonki Takahshi,146,CreateBead CreateBeam CreateRod DrawFrame MoveBeads OnMouseDown,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Abacus\Abacus02.sb,,Abacus,2012-08-03,0.2,Nonki Takahashi,154,CreateBead CreateBeam CreateRod DrawFrame MoveBeads OnMouseDown,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Abacus\Abacus03.sb,,Abacus,2012-08-04,0.3,Nonki Takahashi,157,CreateBead CreateBeam CreateRod DrawFrame MoveBeads OnMouseDown,
MNV389-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Abacus\Abacus04.sb,,Abacus,2012-09-04,0.4,Nonki Takahashi,173,CreateBead CreateBeam CreateRod DrawFrame MoveBeads OnMouseMove OnMouseDown OnMouseUp,
MNV389-3,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Abacus\Abacus05.sb,,Abacus,2012-09-05,0.5,Nonki Takahashi,174,CreateBead CreateBeam CreateRod DrawFrame MoveBeads OnMouseMove OnMouseDown OnMouseUp,
MNV389-5,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Abacus\Abacus06.sb,,Abacus,2013-05-20,0.61,Nonki Takahashi,197,CreateBead CreateBeam CreateRod DrawFrame MoveBeads OnMouseMove OnMouseDown OnMouseUp SB_Workaround,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Anime\Anime.sb,,'' Anime,2016-04-17,0.3a,Nonki Takahashi,55,Form WaitCommand DoCommand DrawMenu,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Anime0x\Anime.sb,,'' Anime,2016-08-15,0.4a,Nonki Takahashi,333,Form OnMouseDown OnKeyDown OnTextInput WaitCommand DoCommand CheckMenu DrawMenu OpenPictureFile GetPictureFiles ShowPictureFile Init Child Next NextChar Parent Previous,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Anime0x\AnimeIcon.sb,,,,,,13,,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Anime0x\Bomb.sb,,Blow Maker - Shapes Array Generator,2017-05-17,0.3,Nonki Takahashi,188,DrawBlow Shapes_AddEllipse Shapes_AddLine Shapes_AddRectangle Shapes_AddTriangle Shapes_BrushToEntry Shapes_DumpArray Shapes_EntryClear Shapes_EntryToArray Shapes_FuncToEntry Shapes_MoveToEntry Shapes_PenToEntry Shapes_RotateToEntry,
MMF211-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Anime0x\Flip.sb,,Flip Sample,2017-04-23,0.2b,Nonki Takahashi,97,Shapes_Init Shapes_Add Shapes_Flip,
DHW172-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Anime0x\TraficGame.sb,,Trafic Game,2017-05-17,0.2a,Nonki Takahashi,459,OnTick ScrollLane Group_Add Group_GetIndexOf Group_Move Group_Remove Group_Rotate Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Init_BlueCar Shapes_Init_Lane Shapes_Init_Truck Shapes_CalcRotatePos Shapes_CalcWidthAndHeight,
